Track Name,Date,Venue,Format
"[{'Track Name': 'Indy circuit'}, {'Track Name': 'Indy circuit'}, {'Track Name': 'Indy circuit'}]","['Date: Fri 04/12/20', 'Date: Mon 07/12/20', 'Date: Mon 14/12/20']","[{'Venue Name': 'Brands Hatch'}, {'Venue Name': 'Brands Hatch'}, {'Venue Name': 'Brands Hatch'}]","['Format: Open Pitlane', 'Format: Open Pitlane', 'Format: Open Pitlane']"
